"id","title","description","category","organization","location","time_commitment","starts_at","ends_at","latitude","longitude","is_active","tags","image_url","source_url","created_at","updated_at"
"53","Apéro associatif","💡 Apéro associatif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Secours Populaire","Lyon","2–4 h","","","45.773013","4.839868","false","accueil, impact, débutant","","","2025-09-29T01:25:38Z","2025-10-23T08:09:12Z"
"54","Balade urbaine solidaire","💡 Balade urbaine solidaire. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Collectif Zéro Déchet","Rennes","Hebdomadaire","","","48.129327","-1.711168","false","convivial, impact, débutant","","","2025-09-29T01:25:38Z","2025-10-19T14:24:56Z"
"55","Café-rencontre bienveillance","💡 Café-rencontre bienveillance. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Secours Populaire","Rennes","2–4 h","","","48.134583","-1.689356","false","impact, débutant, convivial","","","2025-09-29T01:25:38Z","2025-10-13T16:12:53Z"
"56","Café-rencontre bienveillance","💡 Café-rencontre bienveillance. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Réseau Entourage","Lille","2–4 h","","","50.648184","3.084952","false","impact, débutant, accueil","","","2025-09-29T01:25:38Z","2025-10-14T20:03:00Z"
"57","Frigo solidaire - réassort","💡 Frigo solidaire - réassort. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Fab City","Paris","Mensuel","","","48.860708","2.360496","false","débutant, convivial, réseau","","","2025-09-29T05:25:18Z","2025-10-11T18:42:34Z"
"58","Collecte solidaire","💡 Collecte solidaire. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Collectif Zéro Déchet","Paris","Mensuel","","","48.86147","2.328623","false","accueil, débutant, réseau","","","2025-09-29T05:25:18Z","2025-10-19T07:57:49Z"
"59","Collecte solidaire","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Collecte solidaire** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Cycle **novembre–décembre 2025**, horaires communiqués après inscription

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Le Wagon","Paris","Samedi 9:30–12:30","","","48.870731","2.322078","false","convivial, réseau, impact","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-09-29T05:25:18Z","2025-10-29T08:27:43Z"
"60","Collecte solidaire","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Collecte solidaire** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Prochaine session : **jeudi 13 novembre 2025, 14:00–17:00**

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Tiers-Lieu Citoyen","Paris","Samedi 9:30–12:30","","","48.862767","2.353339","false","convivial, impact, débutant","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-09-29T05:25:18Z","2025-10-29T09:49:02Z"
"61","Accueil évènement","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Accueil évènement** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Format **2–4 h** : dates à venir (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Emmaüs","Paris","Jeudi 14:00–17:00","","","48.863177","2.356129","false","réseau, débutant, impact","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-09-29T05:25:18Z","2025-10-29T09:49:02Z"
"62","Collecte solidaire","💡 Collecte solidaire. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Bibliothèque Solidaire","Paris","2–4 h","","","48.854964","2.341588","false","accueil, convivial, débutant","","","2025-09-29T05:25:18Z","2025-10-19T14:24:56Z"
"63","Repair Café - accueil","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Repair Café - accueil** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Créneau **hebdomadaire** : jeudi 18:30–20:00 (à partir de nov. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Emmaüs","Paris","Mensuel (soirée)","","","48.86431","2.320413","false","réseau, accueil, débutant","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-09-29T05:25:18Z","2025-10-29T09:49:02Z"
"64","Frigo solidaire - réassort","💡 Frigo solidaire - réassort. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Latitudes","Paris","Mensuel","","","48.853004","2.346025","false","réseau, impact, débutant","","","2025-09-29T05:25:18Z","2025-10-23T08:09:11Z"
"65","Frigo solidaire - réassort","💡 Frigo solidaire - réassort. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","MJC Locale","Paris","Hebdomadaire","","","48.874779","2.33557","false","débutant, réseau, accueil","","","2025-09-29T05:25:18Z","2025-10-19T07:57:49Z"
"66","Repair Café - accueil","💡 Repair Café - accueil. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Tiers-Lieu Citoyen","Paris","2–4 h","","","48.863452","2.325612","false","impact, débutant, réseau","","","2025-09-29T05:25:18Z","2025-10-21T06:39:15Z"
"67","Tri de dons","💡 Tri de dons. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Collectif Zéro Déchet","Paris","Ponctuel","","","48.862568","2.348751","false","accueil, réseau, impact","","","2025-09-29T05:25:18Z","2025-10-27T18:57:27Z"
"68","Maraude du soir","💡 Maraude du soir. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Makesense","Paris","1–2 h","","","48.846463","2.378151","false","accueil, réseau, débutant","","","2025-09-29T05:25:18Z","2025-10-19T14:26:22Z"
"69","Jardin partagé - coup de main","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Jardin partagé - coup de main** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Format **2–4 h** : dates à venir (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Collectif Zéro Déchet","Paris","Mardi 18:30–20:00","","","48.86079","2.339024","false","réseau, impact, convivial","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-09-29T05:25:18Z","2025-10-29T09:49:02Z"
"70","Starter Design Thinking","💡 Starter Design Thinking. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Latitudes","Paris","Ponctuel","","","48.865385","2.383955","false","accueil, débutant, réseau","","","2025-09-29T05:25:18Z","2025-10-13T05:57:29Z"
"71","Atelier pitch de projet","![Illustration](https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Atelier pitch de projet** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Un **samedi par mois**, 9:30–12:30 (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","formation","Makesense","Paris","Jeudi 14:00–17:00","","","48.865583","2.346408","false","convivial, réseau, accueil","https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop","","2025-09-29T05:25:18Z","2025-10-28T08:08:44Z"
"72","Formation premiers secours","💡 Formation premiers secours. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Pôle Asso","Paris","Ponctuel","","","48.847927","2.332313","false","impact, convivial, accueil","","","2025-09-29T05:25:18Z","2025-10-19T14:26:22Z"
"73","Atelier CV & LinkedIn","![Illustration](https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Atelier CV & LinkedIn** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Prochaine session : **jeudi 13 novembre 2025, 14:00–17:00**

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","formation","Makesense","Paris","Mardi 18:30–20:00","","","48.843049","2.385685","false","accueil, convivial, impact","https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop","","2025-09-29T05:25:18Z","2025-10-29T08:27:44Z"
"74","Formation premiers secours","💡 Formation premiers secours. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","MJC Locale","Paris","Ponctuel","","","48.872144","2.364545","false","réseau, convivial, impact","","","2025-09-29T05:25:18Z","2025-10-19T13:19:00Z"
"75","Webinaire reconversion","💡 Webinaire reconversion. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Restos du Cœur","Paris","2–4 h","","","48.854213","2.344673","false","accueil, débutant, convivial","","","2025-09-29T05:25:18Z","2025-10-13T16:52:01Z"
"76","Starter Design Thinking","![Illustration](https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Starter Design Thinking** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Un **samedi par mois**, 9:30–12:30 (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","formation","MJC Locale","Paris","Jeudi 14:00–17:00","","","48.873848","2.338946","false","convivial, accueil, réseau","https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop","","2025-09-29T05:25:18Z","2025-10-29T08:05:21Z"
"77","Formation outils collaboratifs","💡 Formation outils collaboratifs. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Makesense","Paris","2–4 h","","","48.848635","2.344607","false","accueil, réseau, convivial","","","2025-09-29T05:25:18Z","2025-10-19T19:15:09Z"
"78","Atelier CV & LinkedIn","![Illustration](https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Atelier CV & LinkedIn** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Cycle **novembre–décembre 2025**, horaires communiqués après inscription

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","formation","Secours Populaire","Paris","Ponctuel (2–3 h)","","","48.871903","2.371716","false","débutant, accueil, réseau","https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop","","2025-09-29T05:25:18Z","2025-10-28T08:08:44Z"
"79","Starter Design Thinking","💡 Starter Design Thinking. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Secours Populaire","Paris","Hebdomadaire","","","48.867496","2.383992","false","impact, réseau, accueil","","","2025-09-29T05:25:18Z","2025-10-21T07:46:51Z"
"80","Initiation compost collectif","💡 Initiation compost collectif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","MJC Locale","Paris","Ponctuel","","","48.862634","2.346218","false","débutant, convivial, réseau","","","2025-09-29T05:25:18Z","2025-10-21T07:55:23Z"
"81","Soirée jeux coopératifs","💡 Soirée jeux coopératifs. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Restos du Cœur","Paris","2–4 h","","","48.842415","2.362449","false","réseau, accueil, convivial","","","2025-09-29T05:25:18Z","2025-10-21T06:39:15Z"
"82","Visite tiers-lieu","💡 Visite tiers-lieu. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Makesense","Paris","Ponctuel","","","48.834914","2.364121","false","accueil, convivial, débutant","","","2025-09-29T05:25:18Z","2025-10-21T07:55:23Z"
"83","Café-rencontre bienveillance","![Illustration](https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Café-rencontre bienveillance** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Créneau **hebdomadaire** : jeudi 18:30–20:00 (à partir de nov. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","rencontres","Emmaüs","Paris","Jeudi 14:00–17:00","","","48.851604","2.327326","false","débutant, accueil, réseau","https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop","","2025-09-29T05:25:18Z","2025-10-29T08:27:44Z"
"84","Café-rencontre bienveillance","💡 Café-rencontre bienveillance. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Simplon","Paris","Mensuel","","","48.860618","2.383247","false","réseau, accueil, impact","","","2025-09-29T05:25:18Z","2025-10-13T16:12:53Z"
"85","Visite tiers-lieu","![Illustration](https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Visite tiers-lieu** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Créneau **hebdomadaire** : jeudi 18:30–20:00 (à partir de nov. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","rencontres","Restos du Cœur","Paris","Ponctuel (2–3 h)","","","48.838167","2.341621","false","convivial, débutant, impact","https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop","","2025-09-29T05:25:18Z","2025-10-29T08:27:44Z"
